CP,MA,MACD,K,D,R,Trend
70.30000305175781,66.09866612752279,5.607977451422277,88.0705972576113,86.68259094798479,11.929402742388707,1.0
71.66000366210938,66.59866638183594,10.04627348112393,102.17849388243367,92.19395064830029,-2.178493882433667,1.0
71.33000183105469,67.22533340454102,13.382758560821728,95.20004089357029,95.14971067787177,4.7999591064297125,1.0
70.75,67.84533360799153,15.798035801289185,85.22399615112018,94.2008436423747,14.776003848879828,1.0
71.19000244140625,68.42200037638347,17.54541234340533,89.25459425365628,89.89287709944892,10.745405746343726,1.0
70.52999877929688,69.01800053914388,18.661841964970172,82.35290314360638,85.61049784946096,17.64709685639361,1.0
70.25,69.46200052897136,19.301530888759736,76.07932074379889,82.56227271368718,23.920679256201105,1.0
69.91000366210938,69.8260004679362,19.55562898854935,68.71728297666245,75.71650228802257,31.28271702333756,1.0
69.83000183105469,70.017333984375,19.525470613103238,53.91789292089059,66.2381655471173,46.08210707910941,1.0
68.97000122070312,70.07733408610027,19.210725733359823,24.318166449055603,48.98444744886955,75.6818335509444,1.0
68.94999694824219,70.09533437093098,18.743609310306304,23.863524050790943,34.033194473579044,76.13647594920906,1.0
68.29000091552734,70.13000081380208,18.11138326330643,8.863619418189511,19.01510330601202,91.13638058181049,0.0
69.04000091552734,70.04533437093099,17.469480995562286,22.565393411548094,18.43084562684285,77.4346065884519,0.0
68.77999877929688,70.03533426920573,16.746742797766444,21.951161748162434,17.79339152596668,78.04883825183757,0.0
67.97000122070312,69.97466735839843,15.925033660371724,3.9911356965836906,16.169230285431407,96.0088643034163,0.0
67.5,69.85000101725261,15.062269610215814,-6.430172464834598,6.504041659970508,106.4301724648346,0.0
68.29000091552734,69.66333414713542,14.277685089990833,21.218094091795486,6.2596857745148595,78.78190590820452,0.0
68.38999938964844,69.43866729736328,13.508250542565058,23.182699124793714,12.6568735839182,76.81730087520629,0.0
68.19000244140625,69.24266713460287,12.735522858054715,20.940241304039503,21.78034484020957,79.0597586959605,0.0
67.97000122070312,69.07200063069662,11.967425311467117,17.592643285161003,20.571861237998075,82.407356714839,0.0
67.62000274658203,68.85733388264974,11.201338462940477,9.490826182247174,16.00790359048256,90.50917381775282,0.0
67.80999755859375,68.66333414713542,10.488633669606408,15.624944120703255,14.236137862703812,84.37505587929675,0.0
67.7699966430664,68.50066731770833,9.807527178210222,16.470509037462556,13.862093113470996,83.52949096253745,0.0
67.2699966430664,68.35800018310547,9.122244004857542,1.8404147017868218,11.311955953317543,98.15958529821317,0.0
66.76000213623047,68.18733317057291,8.440700714593085,-14.85139041364932,1.1531777752000199,114.85139041364933,0.0
67.93000030517578,68.03999989827474,7.903870917012945,49.59787113058348,12.195631806240327,50.40212886941652,0.0
68.0999984741211,67.97200012207031,7.4067662752120285,54.15546801173251,29.633982909555556,45.84453198826749,0.0
68.27999877929688,67.95933329264322,6.947248232331184,58.981218986373435,54.24485270956313,41.018781013626565,0.0
68.58000183105469,67.90866648356119,6.531987921013979,67.20427902245338,60.11365534018645,32.795720977546615,0.0
68.72000122070312,67.89533335367838,6.143370956950925,95.30695267290791,73.83081689391157,4.693047327092096,1.0
70.2300033569336,67.94533335367838,5.8893450619916905,88.86516387684486,83.79213185740205,11.13483612315514,1.0
69.66999816894531,68.12733357747396,5.578534102944893,76.8736133937586,87.01524331450379,23.126386606241404,1.0
68.70999908447266,68.21933339436849,5.194867081534966,56.31687975612067,74.01855234224138,43.68312024387933,1.0
68.55000305175781,68.24066670735677,4.822309280595121,52.89083916837933,62.02711077275287,47.10916083162067,1.0
68.87000274658203,68.26466674804688,4.500991215279576,59.74308371425864,56.31693421291954,40.25691628574136,1.0
68.4800033569336,68.32466684977213,4.166841882706777,51.39191577929313,54.67527955397703,48.60808422070687,1.0
68.37000274658203,68.38200022379557,3.8487836175267347,49.03644140067243,53.39048029807473,50.96355859932757,1.0
68.1500015258789,68.4193339029948,3.5381819321298735,44.32549264343104,48.25128327446553,55.67450735656896,1.0
67.33999633789062,68.44466756184896,3.1898960732229398,26.980621003551672,40.11418501588505,73.01937899644832,1.0
66.76000213623047,68.44933420817057,2.8344031013175766,14.56104008129311,28.622384576091942,85.43895991870689,1.0
66.8499984741211,68.44933420817057,2.5307612716357824,3.2257392753019576,14.92246678671558,96.77426072469804,0.0
68.87000274658203,68.37733408610026,2.4251646089003884,54.36902912315723,24.05193615991743,45.63097087684277,1.0
68.75,68.42866770426433,2.305222108637892,51.45634304105241,36.3503704798372,48.54365695894759,1.0
68.16000366210938,68.46000111897787,2.137914491920867,37.13605312425349,47.65380842948772,62.86394687574651,0.0
